ts,stock_code,price,volume,ma5,rsi14,disparity,stoch_k,stoch_d,vol_ratio,z_vol,obv_delta,spread,bid_ask_imbalance,accel_delta,ret_1s,ask1,ask2,ask3,ask4,ask5,bid1,bid2,bid3,bid4,bid5,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,bid1_qty,bid2_qty,bid3_qty,bid4_qty,bid5_qty,z_vol_1s,mid_price,ticks_per_sec,inter_trade_time,microprice,microprice_slope,up_tape_ratio,imbalance_1s,spread_narrowing,OFI_1s,accel_1s
1756688052639,23790,1520.0,7043646,1519.8,54.54545453851239,100.01315962626664,14.786967418546364,14.786967418546364,1.00002378086339,1.3065932272818817,0.0,1.0,0.2013566583363084,-0.724080549324315,0.0,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1515.0,1514.0,1513.0,58,444,310,1325,100,404,697,658,219,1387,1.3386054144137416,1520.5,6,0.1989998817443847,1520.874458874459,0.9104201469347116,0.4,0.2147797421383511,-0.0,-325.0,0.0
1756688052844,23790,1521.0,7043647,1520.0,54.54545453851239,100.0657894736842,15.037593984962406,14.870509607351712,1.0000218499539668,1.3050511572296346,7043647.0,1.0,0.2012140689162649,0.2357178728987221,0.0006576784189707,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1515.0,1514.0,1513.0,58,444,310,1325,100,403,697,658,219,1387,1.2849669819025866,1520.5,6,0.2050001621246338,1520.8741865509762,-0.0002723234827044,0.4,0.2167378145670837,-0.0,-325.0,0.1324603314422413
1756688053007,23790,1520.0,7043997,1520.2,54.54545453851239,99.98684383633731,14.786967418546364,14.870509607351712,1.0000669906034196,1.321639517707677,-7043997.0,1.0,0.2014285714285714,-1.46543227157959,-0.0006576784189708,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1515.0,1514.0,1513.0,57,444,310,1325,100,403,697,658,219,1387,2.7463141629144885,1520.5,6,0.1629998683929443,1520.8760869565217,0.0019004055454843,0.4,0.2187173372470468,-0.0,-325.0,-0.1324603314422413
1756688053039,23790,1520.0,7043998,1520.2,49.999999993,99.98684383633731,14.786967418546364,14.870509607351712,1.0000625820146671,1.320100855727414,0.0,1.0,0.2014285714285714,0.5126589483558255,0.0,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1515.0,1514.0,1513.0,57,444,310,1325,100,403,697,658,219,1387,2.491125959948985,1520.5,6,0.0320000648498535,1520.8760869565217,0.0,0.4,0.2168360632895979,-0.0,-325.0,0.0
1756688053244,23790,1521.0,7043999,1520.4,59.9999999916,100.0394632991318,15.037593984962406,14.870509607351712,1.000058173466035,1.318576093359176,7043999.0,1.0,0.1480281958468279,1.6246840486592042,0.0006576784189707,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1515.0,1514.0,1513.0,57,444,310,1325,100,52,697,658,219,1387,2.310631462213661,1520.5,6,0.2049999237060547,1520.4770642201836,-0.3990227363381109,0.4,0.2096287964189493,-0.0,-325.0,0.1327273885620845
1756688053445,23790,1520.0,7044000,1520.4,49.999999993,99.97369113391213,14.786967418546364,14.870509607351712,1.0000537649575227,1.317065305536329,-7044000.0,1.0,0.1482469512195122,-0.3405536782538279,-0.0006576784189708,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1515.0,1514.0,1513.0,56,444,310,1325,100,52,697,658,219,1387,2.0639874800588696,1520.5,6,0.2009999752044677,1520.4814814814815,0.0044172612979309,0.4,0.2024214252465391,-0.0,-325.0,-0.1327273885620845
1756688053647,23790,1521.0,7044001,1520.4,54.54545453851239,100.0394632991318,15.037593984962406,14.95405179615706,1.0000493564891293,1.3155685696535098,7044001.0,1.0,-0.1287878787878787,1.2504461721205833,0.0006576784189707,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,56,444,310,1325,100,51,697,100,658,219,1.8711511290888057,1520.5,6,0.2020001411437988,1520.4766355140189,-0.0048459674628702,0.4,0.1675246193497332,-0.0,-325.0,0.0
1756688053852,23790,1520.0,7044002,1520.4,54.54545453851239,99.97369113391213,14.786967418546364,14.870509607351712,1.0000449480608546,1.3140859656170782,-7044002.0,1.0,-0.1285678201566052,-0.5988891537170662,-0.0006576784189708,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,55,444,310,1325,100,51,697,100,658,219,1.7143185843135111,1520.5,6,0.2049999237060547,1520.4811320754718,0.004496561453152,0.4,0.1312477629846303,-0.0,-325.0,0.0
1756688054055,23790,1521.0,7044003,1520.6,54.54545453851239,100.0263054057609,15.037593984962406,14.95405179615706,1.000040539672698,1.312617575896942,7044003.0,1.0,-0.1288529560384032,1.0513658276921714,0.0006576784189707,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,55,444,310,1325,100,50,697,100,658,219,1.5831281113044249,1520.5,6,0.2030000686645507,1520.4761904761904,-0.0049415992814374,0.4,0.0949559518000534,-0.0,-325.0,0.0
1756688054255,23790,1520.0,7044004,1520.4,54.54545453851239,99.97369113391213,14.786967418546364,14.870509607351712,1.0000361313246589,1.3111634855801015,-7044004.0,1.0,-0.1286328026282537,-0.752877667513743,-0.0006576784189708,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,54,444,310,1325,100,50,697,100,658,219,1.4708639111512838,1520.5,6,0.2000000476837158,1520.4807692307693,0.0045787545789153,0.4,0.0586861559564915,-0.0,-325.0,0.0
1756688054453,23790,1521.0,7044005,1520.6,54.54545453851239,100.0263054057609,15.037593984962406,14.95405179615706,1.0000317230167366,1.3097237824259205,7044005.0,1.0,-0.1289180990899898,0.9805233211825908,0.0006576784189707,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,54,444,310,1325,100,49,697,100,658,219,1.373158342172642,1520.5,6,0.1979999542236328,1520.4757281553398,-0.0050410754295171,0.5,0.0256586802138617,-0.0,-0.0,0.0
1756688054548,23790,1520.0,7044006,1520.4,54.54545453851239,99.97369113391213,14.786967418546364,14.870509607351712,1.000027314748931,1.3082985569231833,-7044006.0,1.0,-0.1289180990899898,-1.3614152451380566,-0.0006576784189708,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,54,444,310,1325,100,49,697,100,658,219,1.2833595256734478,1520.5,6,0.0950000286102294,1520.4757281553398,0.0,0.4,-0.0073545365867637,-0.0,0.0,-0.0729702770170626
1756688054840,23790,1521.0,7044007,1520.6,54.54545453851239,100.0263054057609,15.037593984962406,14.95405179615706,1.000024666966669,1.306885026389144,7044007.0,1.0,-0.1289833080424886,0.5973969253025851,0.0006576784189707,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,53,444,310,1325,100,48,697,100,658,219,1.2029623852322515,1520.5,6,0.2919998168945312,1520.4752475247524,-0.0004806305873898,0.5,-0.0403957245338697,-0.0,0.0,0.1395588131346845
1756688054998,23790,1520.0,7044008,1520.4,49.99999999416666,99.97369113391213,14.786967418546364,14.870509607351712,1.00002201919918,1.3054861353688147,-7044008.0,1.0,-0.1287629648368327,-0.9151554856215236,-0.0006576784189708,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,52,444,310,1325,100,48,697,100,658,219,1.1302611662364546,1520.5,6,0.1579999923706054,1520.48,0.0047524752476419,0.5,-0.0734148781604101,-0.0,0.0,-0.1363088114011568
1756688055243,23790,1521.0,7044009,1520.6,53.84615384035504,100.0263054057609,15.037593984962406,14.95405179615706,1.0000193714464638,1.3039846635943635,7044009.0,1.0,-0.1290485829959514,0.8482249069631964,0.0006576784189707,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,52,444,310,1325,100,47,697,100,658,219,1.0640009781299329,1520.5,4,0.2450001239776611,1520.4747474747476,-0.0052525252524446,0.5,-0.101122556044688,-0.0,-0.0,0.1363088114011568
1756688055444,23790,1520.0,7044010,1520.4,46.153846148875736,99.97369113391213,14.786967418546364,14.870509607351712,1.00001672370852,1.302496933683455,-7044010.0,1.0,-0.128828144773475,-0.7515340449463902,-0.0006576784189708,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,51,444,310,1325,100,47,697,100,658,219,1.0032680876845517,1520.5,4,0.2009999752044677,1520.4795918367347,0.004844361987125,0.5,-0.1288300656439867,-0.0,0.0,-0.1329318454943862
1756688055650,23790,1521.0,7044011,1520.6,53.84615384035504,100.0263054057609,15.037593984962406,14.95405179615706,1.000014075985349,1.3007240164233325,7044011.0,1.0,-0.1291139240506329,0.9481276427390012,0.0006576784189707,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,51,444,310,1325,100,46,697,100,658,219,0.947433032417114,1520.5,4,0.2060000896453857,1520.4742268041236,-0.0053650326110528,0.5,-0.1288626701702621,-0.0,-0.0,0.0663433093767643
1756688055847,23790,1520.0,7044012,1520.4,49.999999995,99.97369113391213,14.786967418546364,14.870509607351712,1.00001142827695,1.2989461134690934,-7044012.0,1.0,-0.1288933907318308,-0.825144396980962,-0.0006576784189708,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,50,444,310,1325,100,46,697,100,658,219,0.8961409445338803,1520.5,4,0.1969997882843017,1520.4791666666667,0.0049398625430967,0.5,-0.1288952272277847,-0.0,0.0,0.0
1756688056048,23790,1521.0,7044013,1520.6,49.999999995,100.0263054057609,15.037593984962406,14.95405179615706,1.0000087805833235,1.2971713249451553,7044013.0,1.0,-0.1291793313069908,0.9299366105555376,0.0006576784189707,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,50,444,310,1325,100,45,697,100,658,219,0.8493622230556215,1520.5,7,0.2010002136230468,1520.4736842105262,-0.0054824561404984,0.5,-0.1289278647546435,-0.0,-0.0,0.0
1756688056253,23790,1520.0,7044014,1520.4,49.999999995,99.97369113391213,14.786967418546364,14.870509607351712,1.0000063032640003,1.295407923088337,-7044014.0,1.0,-0.1289587028122625,-0.8268768849263944,-0.0006576784189708,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,49,444,310,1325,100,45,697,100,658,219,0.8075523005817082,1520.5,7,0.2049999237060547,1520.478723404255,0.0050391937290896,0.5,-0.1289604547730443,-0.0,0.0,0.0
1756688056254,23790,1521.0,7044063,1520.6,49.999999995,100.0263054057609,15.037593984962406,14.95405179615706,1.0000102995596765,1.2961996311992252,7044063.0,1.0,-0.1289587028122625,2.333807539774825,0.0006576784189707,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,49,444,310,1325,100,45,697,100,658,219,0.992920230473542,1520.5,7,0.0009999275207519,1520.478723404255,0.0,0.5,-0.1289645151452716,-0.0,0.0,0.0812215724496426
1756688056255,23790,1522.0,7044114,1520.8,57.142857137142855,100.07890583903207,15.288220551378446,15.037593984962406,1.0000142248443635,1.2970734634079435,7044114.0,1.0,-0.1289587028122625,1.6336652778423777,0.0006572461623382,1521.0,1522.0,1524.0,1525.0,1527.0,1520.0,1519.0,1516.0,1515.0,1514.0,49,444,310,1325,100,45,697,100,658,219,1.2239952786292168,1520.5,7,0.001000165939331,1520.478723404255,0.0,0.6,-0.1289685755174989,-0.0,0.0,0.0810212726408888
1756688056456,23790,1522.0,7044115,1521.2,53.84615384035504,100.05259006047858,15.288220551378446,15.204678362573098,1.00001352920691,1.2952259896113307,0.0,2.0,-0.1292448048656867,-0.3415828203618209,0.0,1522.0,1524.0,1525.0,1527.0,1528.0,1520.0,1519.0,1516.0,1515.0,1514.0,393,310,1325,100,100,44,697,100,658,219,1.1564633686242778,1521.0,7,0.2009999752044677,1520.2013729977116,-0.2773504065437464,0.5,-0.1289947251998187,-1.0,-344.0,-0.0806718530404403
1756688056639,23790,1520.0,7044116,1521.0,49.999999995,99.93425378040762,14.786967418546364,15.121136173767752,1.000012833570622,1.2933893682382198,-7044116.0,2.0,-0.1290240811153358,-1.8016079742532745,-0.001314924581309,1522.0,1524.0,1525.0,1527.0,1528.0,1520.0,1519.0,1516.0,1515.0,1514.0,392,310,1325,100,100,44,697,100,658,219,1.0961992624530044,1521.0,7,0.182999849319458,1520.201834862385,0.0004618646737526,0.5,-0.129020836827669,-0.0,-344.0,-0.1480484638320662
1756688056875,23790,1522.0,7044117,1521.4,53.33333332835556,100.039437360326,15.288220551378446,15.121136173767752,1.000012137935499,1.2915636161095303,7044117.0,2.0,-0.1293103448275862,1.6028362318651903,0.001314924581309,1522.0,1524.0,1525.0,1527.0,1528.0,1520.0,1519.0,1516.0,1515.0,1514.0,392,310,1325,100,100,43,697,100,658,219,1.042788417225654,1521.0,7,0.2360000610351562,1520.1977011494253,-0.0041337129600833,0.5,-0.1290470130108325,-0.0,-344.0,0.1459771327159212
1756688057041,23790,1520.0,7044118,1521.2,49.999999995625,99.92111490928214,14.786967418546364,14.95405179615706,1.0000114423015414,1.2897487512905623,-7044118.0,2.0,-0.1290895257418209,-1.863089264560038,-0.001314924581309,1522.0,1524.0,1525.0,1527.0,1528.0,1520.0,1519.0,1516.0,1515.0,1514.0,391,310,1325,100,100,43,697,100,658,219,0.996386175045707,1521.0,5,0.1659998893737793,1520.1981566820275,0.0004555326024728,0.5,-0.1290731511076671,-0.0,-344.0,-0.1457093483381489
1756688057243,23790,1522.0,7044119,1521.2,52.94117646622838,100.05259006047858,15.288220551378446,15.121136173767752,1.0000107466687491,1.2879430026757843,7044119.0,2.0,-0.1290895257418209,1.9567070800253643,0.001314924581309,1522.0,1524.0,1525.0,1527.0,1528.0,1520.0,1519.0,1516.0,1515.0,1514.0,391,310,1325,100,100,43,697,100,658,219,0.9579977064548884,1521.0,5,0.2020001411437988,1520.1981566820275,0.0,0.5,-0.1290707112767859,-0.0,-344.0,0.1991177150490725
1756688057452,23790,1520.0,7044120,1520.8,49.99999999611111,99.94739610731196,14.786967418546364,14.95405179615706,1.000010051037122,1.2860994830481194,-7044120.0,2.0,-0.1288685946220192,-1.5500130731793251,-0.001314924581309,1522.0,1524.0,1525.0,1527.0,1528.0,1520.0,1519.0,1516.0,1515.0,1514.0,390,310,1325,100,100,43,697,100,658,219,0.9302158062159784,1521.0,5,0.2089998722076416,1520.1986143187066,0.0004576366789024,0.5,-0.1290682316658047,-0.0,-344.0,-0.2648418074421138
1756688057753,23790,1522.0,7044121,1521.2,52.631578943490304,100.05259006047858,15.288220551378446,15.121136173767752,1.0000093554066607,1.2842665847010204,7044121.0,2.0,-0.1291550367926922,1.2679320252450603,0.001314924581309,1522.0,1524.0,1525.0,1527.0,1528.0,1520.0,1519.0,1516.0,1515.0,1514.0,390,310,1325,100,100,42,697,100,658,219,0.9193011145731004,1521.0,5,0.3010001182556152,1520.1944444444443,-0.0041698742622884,0.5,-0.1290658022143749,-0.0,-344.0,0.1319337797972441
