ts,stock_code,price,volume,ma5,rsi14,disparity,stoch_k,stoch_d,vol_ratio,z_vol,obv_delta,spread,bid_ask_imbalance,accel_delta,ret_1s,ask1,ask2,ask3,ask4,ask5,bid1,bid2,bid3,bid4,bid5,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,bid1_qty,bid2_qty,bid3_qty,bid4_qty,bid5_qty,z_vol_1s,mid_price,ticks_per_sec,inter_trade_time,microprice,microprice_slope,up_tape_ratio,imbalance_1s,spread_narrowing,OFI_1s,accel_1s
1756689722428,23790,1539.0,8819571,1542.0,60.71428571125,99.80544747081711,19.548872180451127,19.883040935672515,1.0002478512451582,2.168123781225081,-8819571.0,5.0,-0.1212708252615265,140.2967560085152,-0.0006495615687956,1549.0,1550.0,1552.0,1554.0,1555.0,1544.0,1542.0,1540.0,1539.0,1538.0,510,325,1,610,1,1,1,1,1,1130,0.9488186139966922,1546.5,9,0.0009999275207519,1544.0097847358122,0.0,0.2,0.1804752358469554,-0.0,-3891.0,-0.0784313482185459
1756689722428,23790,1538.0,8820701,1540.6,60.71428571125,99.83123458392834,19.29824561403509,19.548872180451127,1.0003106670384607,2.17847874907163,-8820701.0,5.0,-0.1212708252615265,98.20772920596065,-0.0006499837732899,1549.0,1550.0,1552.0,1554.0,1555.0,1544.0,1542.0,1540.0,1539.0,1538.0,510,325,1,610,1,1,1,1,1,1130,1.068891632906276,1546.5,9,0.0,1544.0097847358122,0.0,0.2,0.0906166409956862,-0.0,-1532.0,-0.0793093110717384
1756689722429,23790,1537.0,8820702,1539.2,57.14285714,99.8570686070686,19.047619047619047,19.29824561403509,1.0002461124012636,2.1716975113563093,-8820702.0,5.0,-0.1212708252615265,68.74541044417244,-0.0006504065269934,1549.0,1550.0,1552.0,1554.0,1555.0,1544.0,1542.0,1540.0,1539.0,1538.0,510,325,1,610,1,1,1,1,1,1130,1.0034574011508723,1546.5,9,0.0009999275207519,1544.0097847358122,0.0,0.2,0.0170031693005864,-0.0,-401.0,-0.0781415666142404
1756689722430,23790,1535.0,8820703,1537.8,46.15384615136094,99.81792170633372,18.546365914786968,18.9640768588137,1.0001818439667642,2.164967828510933,-8820703.0,5.0,-0.1212708252615265,-101.8782126890793,-0.0013020835172983,1549.0,1550.0,1552.0,1554.0,1555.0,1544.0,1542.0,1540.0,1539.0,1538.0,510,325,1,610,1,1,1,1,1,1130,0.942913636366274,1546.5,9,0.001000165939331,1544.0097847358122,0.0,0.1,-0.0652334593914504,-0.0,-401.0,-0.1570649686720427
1756689722431,23790,1534.0,8820704,1536.6,42.30769230541421,99.83079526226734,18.29573934837093,18.62990810359232,1.0001257370654448,2.1582809587107543,-8820704.0,5.0,-0.1212708252615265,78.6852511176445,-0.000651678094096,1549.0,1550.0,1552.0,1554.0,1555.0,1544.0,1542.0,1540.0,1539.0,1538.0,510,325,1,610,1,1,1,1,1,1130,0.8855823438216343,1546.5,9,0.0009999275207519,1544.0097847358122,0.0,0.0,-0.1213388910380361,-0.0,-2.0,-0.0776623870934141
1756689722432,23790,1533.0,8820877,1535.4,40.740740738628254,99.84368894099256,18.045112781954884,18.29573934837093,1.000125887683628,2.1542285859249413,-8820877.0,5.0,-0.1212708252615265,55.079675782351146,-0.0006521030553874,1549.0,1550.0,1552.0,1554.0,1555.0,1544.0,1542.0,1540.0,1539.0,1538.0,510,325,1,610,1,1,1,1,1,1130,0.8625447100717946,1546.5,9,0.0009999275207519,1544.0097847358122,0.0,0.0,-0.1213048581497813,-0.0,0.0,-0.0774725035063892
1756689723922,23790,1549.0,8820878,1537.6,62.79069767237426,100.74141519250782,22.05513784461153,19.46532999164578,1.0001123994036816,2.1476234349777505,8820878.0,12.0,0.7532190671100878,41.9762961864788,0.0103829615450545,1549.0,1550.0,1552.0,1554.0,1555.0,1537.0,1533.0,1532.0,1531.0,1530.0,510,325,1,610,1,240,2056,3558,594,3832,0.8120111665478225,1543.0,1,1.4900000095367432,1540.84,-3.1697847358123,0.1,-0.0338218360243651,-7.0,-239.0,1.2627438476752095
1756689724017,23790,1549.0,8821110,1540.0,52.94117646840831,100.58441558441558,22.05513784461153,20.718462823725982,1.0001277553453845,2.1445281364792974,0.0,12.0,0.7533685826368753,26.35501616334273,0.0,1549.0,1550.0,1552.0,1554.0,1555.0,1537.0,1533.0,1532.0,1531.0,1530.0,509,325,1,610,1,240,2056,3558,594,3832,0.8110912054741504,1543.0,1,0.0950000286102294,1540.845126835781,0.005126835781084,0.1,0.053642104765475,-0.0,-239.0,0.0
1756689725410,23790,1544.0,8821111,1541.8,43.24324324160701,100.14269036191466,20.80200501253133,21.6374269005848,1.000117068119729,2.137996700935978,-8821111.0,5.0,0.7127307146237577,17.44044679821088,-0.0032331098321471,1549.0,1550.0,1552.0,1554.0,1555.0,1544.0,1539.0,1534.0,1533.0,1532.0,277,325,1,610,1,1,1,1622,2056,3558,0.7702903723868415,1546.5,3,1.3930001258850098,1544.0179856115108,3.1728587757297646,0.1,0.1370422587540035,7.0,-478.0,0.0
1756689725412,23790,1539.0,8821112,1542.8,38.095238093968256,99.7536945812808,19.548872180451127,20.80200501253133,1.0001083710972622,2.1315136357274995,-8821112.0,5.0,0.7127307146237577,12.208312758747612,-0.0032435967458422,1549.0,1550.0,1552.0,1554.0,1555.0,1544.0,1539.0,1534.0,1533.0,1532.0,277,325,1,610,1,1,1,1622,2056,3558,0.7373839228217491,1546.5,3,0.0019998550415039,1544.0179856115108,0.0,0.1,0.2204424127425319,-0.0,-478.0,-161.91709844559583
1756689725413,23790,1537.0,8821185,1543.6,39.9999999986,99.57242809017882,19.047619047619047,19.79949874686717,1.0001074290806082,2.1261523936798485,-8821185.0,5.0,0.7127307146237577,308.54581893112334,-0.0013003903002833,1549.0,1550.0,1552.0,1554.0,1555.0,1544.0,1539.0,1534.0,1533.0,1532.0,277,325,1,610,1,1,1,1622,2056,3558,0.7171387463060781,1546.5,3,0.001000165939331,1544.0179856115108,0.0,0.1,0.3038425667310603,-0.0,-478.0,10.794473229706398
1756689726714,23790,1537.0,8821185,1541.2,41.02564102416832,99.72748507656372,19.047619047619047,19.214703425229743,1.0000982334135766,2.119741975100103,0.0,15.0,0.8114321217769493,216.44290274487383,0.0,1549.0,1550.0,1552.0,1554.0,1555.0,1534.0,1533.0,1532.0,1531.0,1530.0,277,325,1,610,1,1656,2056,3524,594,3832,0.6886548819303617,1541.5,1,1.300999879837036,1546.8504914640455,2.832505852534723,0.1,0.3971128614349078,-10.0,-2133.0,151.12262521588943
1756689728225,23790,1548.0,8821186,1541.0,56.24999999835938,100.45425048669696,21.804511278195488,19.96658312447786,1.000089145620011,2.113393243923402,8821186.0,14.0,0.830242400923432,152.68357388442735,0.0071313106110766,1548.0,1549.0,1550.0,1552.0,1553.0,1534.0,1533.0,1532.0,1531.0,1530.0,100,677,1,1,324,1656,2086,3724,594,3832,0.6805193425392924,1541.0,1,1.5109999179840088,1547.2027334851937,0.3522420211481858,0.2,0.4922641840534038,1.0,-2310.0,0.0
1756689734211,23790,1547.0,8821209,1541.6,57.44680850892712,100.3502854177478,21.55388471177945,20.80200501253133,1.0000824274687168,2.1074174958419243,-8821209.0,4.0,0.4469696969696969,106.3983096422684,-0.0006462035766062,1547.0,1548.0,1549.0,1550.0,1552.0,1543.0,1539.0,1538.0,1535.0,1534.0,565,99,112,41,351,1,775,160,464,1656,0.7542392366562557,1545.0,2,5.986000061035156,1543.0070671378091,-4.195666347384531,0.2,0.549088236276526,10.0,-3500.0,0.0
1756689734519,23790,1543.0,8821210,1542.4,53.99999999848799,100.03890041493774,20.551378446115287,21.303258145363408,1.0000732152711955,2.101158246119185,-8821210.0,4.0,0.4548916924541776,74.3358234226098,-0.0025889982099052,1547.0,1548.0,1549.0,1550.0,1552.0,1543.0,1539.0,1538.0,1535.0,1534.0,542,99,112,41,351,1,775,160,464,1656,1.162777793687002,1545.0,2,0.3080000877380371,1543.0073664825045,0.0002993446953496,0.2,0.6067044880480965,-0.0,-3500.0,-0.8394966378159655
1756689741643,23790,1539.0,8821211,1542.8,50.94339622506942,99.7536945812808,19.548872180451127,20.551378446115287,1.0000640032454764,2.09494402440216,-8821211.0,4.0,0.4755351681957186,52.03507639582686,-0.0025957185242816,1543.0,1547.0,1548.0,1549.0,1550.0,1539.0,1538.0,1535.0,1534.0,1533.0,578,542,99,112,41,775,160,564,35,2326,1.1821575699387727,1541.0,3,7.123999834060669,1541.291204730229,-1.7161617522754111,0.2,0.6663850873938211,-0.0,-4238.0,0.8394966378159655
1756689741710,23790,1539.0,8821353,1543.2,51.92307692167899,99.72783825816484,19.548872180451127,19.883040935672515,1.0000699771558172,2.090858609219196,0.0,4.0,0.4755351681957186,36.5914287378214,0.0,1543.0,1547.0,1548.0,1549.0,1550.0,1539.0,1538.0,1535.0,1534.0,1533.0,578,542,99,112,41,775,160,564,35,2326,1.3054513992171308,1541.0,3,0.0670001506805419,1541.291204730229,0.0,0.1,0.6386166975023841,-0.0,-3999.0,0.0
1756689741711,23790,1539.0,8821753,1541.4,53.99999999848799,99.84429739198131,19.548872180451127,19.548872180451127,1.0001029379838329,2.090595946034333,0.0,4.0,0.4755351681957186,25.614000116474976,0.0,1543.0,1547.0,1548.0,1549.0,1550.0,1539.0,1538.0,1535.0,1534.0,1533.0,578,542,99,112,41,775,160,564,35,2326,1.6782656056959495,1541.0,3,0.0009999275207519,1541.291204730229,0.0,0.1,0.6108333560582684,-0.0,-3999.0,0.0
1756689744321,23790,1543.0,8821754,1540.6,58.49056603619081,100.15578346098924,20.551378446115287,19.883040935672515,1.0000906647940049,2.084441418581564,8821754.0,4.0,0.4748777234326367,18.38939410681015,0.0025957185242816,1543.0,1548.0,1549.0,1550.0,1552.0,1539.0,1538.0,1535.0,1534.0,1533.0,578,99,112,41,351,232,160,564,35,2326,1.5669616193272569,1541.0,3,2.6100001335144043,1540.1456790123457,-1.1455257178834015,0.2,0.5870480569391564,-0.0,-3760.0,0.0
1756689744323,23790,1543.0,8821755,1540.6,59.61538461377958,100.15578346098924,20.551378446115287,20.2172096908939,1.0000783919081866,2.0783305967122567,0.0,4.0,0.4748777234326367,12.413157804323,0.0,1543.0,1548.0,1549.0,1550.0,1552.0,1539.0,1538.0,1535.0,1534.0,1533.0,578,99,112,41,351,232,160,564,35,2326,1.4556229132327727,1541.0,3,0.0019998550415039,1540.1456790123457,0.0,0.2,0.5632627578200442,-0.0,-3760.0,0.0
1756689744660,23790,1539.0,8821881,1540.6,37.49999999868749,99.89614435934052,19.548872180451127,20.2172096908939,1.0000795811988397,2.0740954719178,-8821881.0,4.0,0.4943169633283294,5.149387454176543,-0.0025957185242816,1543.0,1548.0,1549.0,1550.0,1552.0,1539.0,1538.0,1535.0,1534.0,1533.0,576,99,112,41,351,232,161,729,35,2327,1.4942286704051908,1541.0,3,0.3370001316070556,1540.148514851485,0.0028358391393794,0.2,0.5414213826905014,-0.0,-3760.0,-0.7647057698962102
1756689746123,23790,1543.0,8821882,1541.4,43.18181818044422,100.10380173867912,20.551378446115287,20.2172096908939,1.0000729999571885,2.068050962446802,8821882.0,4.0,0.4802733083535376,4.937904551256913,0.0025957185242816,1543.0,1548.0,1549.0,1550.0,1552.0,1539.0,1538.0,1535.0,1534.0,1533.0,576,99,112,41,351,106,161,729,35,2327,1.3954002136877068,1541.0,2,1.4629998207092283,1539.6217008797653,-0.5268139717197755,0.3,0.5083055013481602,-0.0,-2105.0,0.7647057698962102
1756689746244,23790,1543.0,8821883,1542.2,48.71794871619987,100.05187394631044,20.551378446115287,20.2172096908939,1.0000664188036474,2.0620445914748946,0.0,4.0,0.4802733083535376,2.698957428304081,0.0,1543.0,1548.0,1549.0,1550.0,1552.0,1539.0,1538.0,1535.0,1534.0,1533.0,576,99,112,41,351,106,161,729,35,2327,1.3090364725911523,1541.0,2,0.121000051498413,1539.6217008797653,0.0,0.2,0.4733085920911707,-0.0,-1928.0,0.0
1756689752118,23790,1543.0,8822486,1542.2,55.88235293887544,100.05187394631044,20.551378446115287,20.551378446115287,1.0001246686143008,2.0649080405519817,0.0,4.0,0.1187431494336865,1.8892701998128567,0.0,1543.0,1548.0,1549.0,1550.0,1552.0,1539.0,1538.0,1536.0,1535.0,1534.0,603,99,112,41,351,106,162,459,769,35,1.869415851482351,1541.0,1,5.874000072479248,1539.5980253878702,-0.0236754918951191,0.2,0.4404859373375697,-0.0,-738.0,0.0
1756689756053,23790,1548.0,8822487,1543.2,64.86486486241051,100.31104199066874,21.804511278195488,20.96908939014202,1.0001146746948928,2.0589277685263663,8822487.0,5.0,0.9210608230094004,1.4754099269013168,0.0032352017865115,1548.0,1549.0,1550.0,1552.0,1554.0,1543.0,1539.0,1538.0,1536.0,1535.0,99,112,41,351,31,13897,106,162,495,769,1.7361777264241445,1545.5,3,3.934999942779541,1547.9646327522148,8.366607364344645,0.3,0.487102850393092,-1.0,13557.0,0.0
1756689756422,23790,1544.0,8822488,1544.2,58.53658536385485,99.98704830980442,20.80200501253133,21.052631578947366,1.0001056559642407,2.0529891154009623,-8822488.0,4.0,0.901847884306374,0.4054635287565722,-0.0025873235649509,1548.0,1549.0,1550.0,1552.0,1554.0,1544.0,1543.0,1539.0,1538.0,1536.0,98,212,41,351,31,1,13897,107,162,36,1.6271027593680334,1546.0,3,0.3689999580383301,1544.040404040404,-3.9242287118108834,0.3,0.5297341220041576,1.0,399.0,-0.7002654005868225
1756689756424,23790,1543.0,8822587,1544.2,41.935483869073884,99.92228985882656,20.551378446115287,21.052631578947366,1.0001071909361448,2.0485231123676835,-8822587.0,4.0,0.901847884306374,2.7097004809112715,-0.0006478782215606,1548.0,1549.0,1550.0,1552.0,1554.0,1544.0,1543.0,1539.0,1538.0,1536.0,98,212,41,351,31,1,13897,107,162,36,1.6394638859471244,1546.0,3,0.002000093460083,1544.040404040404,0.0,0.3,0.5723653936152231,-0.0,399.0,-0.1703475806009722
1756689757458,23790,1548.0,8822588,1545.2,51.42857142651429,100.18120631633444,21.804511278195488,21.05263157894737,1.0000989263391893,2.042656868595888,8822588.0,5.0,0.906055751361743,3.6342420740896273,0.0032352017865115,1548.0,1549.0,1550.0,1552.0,1554.0,1543.0,1539.0,1538.0,1536.0,1535.0,98,212,41,351,31,13798,107,162,36,769,1.5590383095105496,1545.5,1,1.0339999198913574,1547.9647380541162,3.9243340137122686,0.4,0.6154174519318255,-1.0,-13398.0,0.8706129811877947
1756689763647,23790,1544.0,8822598,1545.4,51.42857142651429,99.9094085673612,20.80200501253133,21.052631578947366,1.0000916310671724,2.036962092219723,-8822598.0,4.0,0.9069235170703795,2.170163554036351,-0.0025873235649509,1548.0,1549.0,1550.0,1552.0,1554.0,1544.0,1543.0,1539.0,1538.0,1535.0,97,212,41,351,31,160,13798,108,162,769,1.5093271734472424,1546.0,1,6.189000129699707,1546.4902723735408,-1.474465680575349,0.3,0.6586220312955999,1.0,-27036.0,0.0
1756689765043,23790,1548.0,8822599,1545.4,62.85714285462857,100.16824123204348,21.804511278195488,21.470342522974104,1.0000833157255655,2.0311635052320924,8822599.0,4.0,0.9068643043450602,1.835528462776006,0.0025873235649509,1548.0,1549.0,1550.0,1552.0,1554.0,1544.0,1543.0,1539.0,1538.0,1535.0,97,212,41,351,31,150,13798,108,162,769,1.4727483644036856,1546.0,1,1.3959999084472656,1546.4291497975707,-0.0611225759701028,0.4,0.7018206893868422,-0.0,-27036.0,0.0
1756689767316,23790,1544.0,8822750,1545.4,56.41025640823143,99.9094085673612,20.80200501253133,21.136173767752712,1.0000915614699246,2.027585356646511,-8822750.0,4.0,0.9009511731135068,0.6307407334280776,-0.0025873235649509,1548.0,1549.0,1550.0,1552.0,1554.0,1544.0,1543.0,1539.0,1538.0,1535.0,146,212,41,351,31,151,13798,109,162,769,1.6613629066152946,1546.0,2,2.2730000019073486,1546.03367003367,-0.3954797639007665,0.4,0.7424841103653599,-0.0,-27036.0,0.0
1756689767317,23790,1543.0,8827126,1545.4,54.999999998075005,99.84470040119062,20.551378446115287,21.052631578947366,1.0005539069882177,2.085375900514826,-8827126.0,4.0,0.9009511731135068,0.8372968775157492,-0.0006478782215606,1548.0,1549.0,1550.0,1552.0,1554.0,1544.0,1543.0,1539.0,1538.0,1535.0,146,212,41,351,31,151,13798,109,162,769,4.398270128827356,1546.0,2,0.0009999275207519,1546.03367003367,0.0,0.3,0.7845518968413568,-0.0,-27036.0,-64.76683937823834
1756689768214,23790,1543.0,8834157,1544.4,49.99999999805556,99.9093499093499,20.551378446115287,20.63492063492064,1.0012772632035667,2.181162633364895,0.0,5.0,0.86153709777502,0.9201835380917592,0.0,1548.0,1549.0,1550.0,1552.0,1554.0,1543.0,1539.0,1538.0,1535.0,1534.0,146,212,41,351,31,9422,109,162,769,38,4.679019247302751,1545.5,3,0.8970000743865967,1547.923704013378,1.8900339797080503,0.3,0.8226782757835049,-1.0,-36307.0,64.69471594908663
1756689768710,23790,1543.0,8836308,1544.2,49.99999999805556,99.92228985882656,20.551378446115287,20.551378446115287,1.0014353708878605,2.205500203860521,0.0,5.0,0.6324705882352941,0.6441284766642315,0.0,1548.0,1549.0,1550.0,1552.0,1554.0,1543.0,1539.0,1538.0,1535.0,1534.0,146,212,41,351,31,2391,109,162,769,38,3.765521901789816,1545.5,3,0.4960000514984131,1547.712258573118,-0.2114454402601495,0.3,0.8740510196636657,-0.0,-36307.0,0.072123429151713
1756689768915,23790,1543.0,8836548,1543.2,56.24999999753907,99.98703991705548,20.551378446115287,20.551378446115287,1.001375536768199,2.2019921503253053,0.0,1.0,0.1127057830308146,0.450889933664962,0.0,1544.0,1548.0,1549.0,1550.0,1552.0,1543.0,1539.0,1538.0,1535.0,1534.0,301,146,212,41,351,240,109,162,769,38,3.036953237800935,1543.5,3,0.2049999237060547,1543.4436229205176,-4.268635652600324,0.2,0.7932155156658072,4.0,-50447.0,0.0
1756689769219,23790,1543.0,8836548,1543.0,49.9999999975,100.0,20.551378446115287,20.551378446115287,1.0012885237972944,2.195042250909113,0.0,4.0,0.6197866149369544,0.3156229535654734,0.0,1543.0,1544.0,1548.0,1549.0,1550.0,1539.0,1538.0,1535.0,1534.0,1533.0,84,301,146,212,41,109,162,769,38,2262,2.5659468656313087,1541.0,2,0.3040001392364502,1541.259067357513,-2.184555563004551,0.2,0.7650093887288653,-3.0,-36637.0,0.0
1756689769318,23790,1543.0,8836549,1543.0,49.9999999975,100.0,20.551378446115287,20.551378446115287,1.0012024389910763,2.1881605288394583,0.0,4.0,0.6197866149369544,0.2209360674958313,0.0,1543.0,1544.0,1548.0,1549.0,1550.0,1539.0,1538.0,1535.0,1534.0,1533.0,84,301,146,212,41,109,162,769,38,2262,2.2432275278246183,1541.0,2,0.0989999771118164,1541.259067357513,0.0,0.2,0.7368032617919233,-0.0,-36637.0,0.0
1756689771242,23790,1543.0,8836558,1543.0,49.9999999975,100.0,20.551378446115287,20.551378446115287,1.001119492697852,2.1814467678482683,0.0,4.0,0.6078903055087803,0.1546552472470819,0.0,1543.0,1544.0,1548.0,1549.0,1550.0,1539.0,1538.0,1535.0,1534.0,1533.0,83,301,146,212,73,110,162,769,39,2262,2.0031063941429568,1541.0,2,1.924000024795532,1541.279792746114,0.0207253886010221,0.1,0.7069867172066271,-0.0,-22840.0,0.0
1756689771309,23790,1539.0,8836668,1542.2,33.33333333160493,99.79250421475814,19.548872180451127,20.2172096908939,1.0010473839005074,2.176209689007832,-8836668.0,4.0,0.6078903055087803,-0.4944535318491924,-0.0025957185242816,1543.0,1544.0,1548.0,1549.0,1550.0,1539.0,1538.0,1535.0,1534.0,1533.0,83,301,146,212,73,110,162,769,39,2262,1.8278168920668656,1541.0,2,0.0669999122619628,1541.279792746114,0.0,0.1,0.6770833960504672,-0.0,-9202.0,-3.869182925295751
1756689772719,23790,1539.0,8836669,1541.4,39.13043478022685,99.84429739198131,19.548872180451127,19.883040935672515,1.0009629404424565,2.169448523941973,0.0,1.0,0.8004400155299599,0.4663402122011645,0.0,1539.0,1543.0,1544.0,1548.0,1549.0,1538.0,1535.0,1534.0,1533.0,1532.0,38,74,301,146,212,162,769,39,2262,3724,1.6693537118685822,1538.5,1,1.4100000858306885,1538.81,-2.4697927461140807,0.0,0.6664409671689572,3.0,-9299.0,3.869182925295751
